,stckIssuCmpyNm,isinCdNm,dvdnBasDt,cashDvdnPayDt,stckGenrDvdnAmt,stckGenrCashDvdnRt,stckGenrDvdnRt,cashGrdnDvdnRt,stckGrdnDvdnRt,basDt
5796,케이씨그린홀딩스,,20071231,,170,34,,,,
5797,케이씨그린홀딩스,,20081231,,120,24,,,,
5798,케이씨그린홀딩스,,20091231,,180,36,,,,
5799,케이씨그린홀딩스,,20091231,,0,0,,,,
5800,케이씨그린홀딩스,,20101231,,65,13,,,,
5801,케이씨그린홀딩스,,20111231,,50,10,,,,
5802,케이씨그린홀딩스,,20121231,,70,14,,,,
5803,케이씨그린홀딩스,,20131231,,100,20,,,,
5804,케이씨그린홀딩스,,20141231,,50,10,,,,
5805,케이씨그린홀딩스,,20151231,,80,16,,,,
5806,케이씨그린홀딩스,,20161231,,100,20,,,,
5807,케이씨그린홀딩스,,20171231,,110,22,,,,
5808,케이씨그린홀딩스,,20181231,,80,16,,,,
5809,케이씨그린홀딩스,,20191231,,60,12,,,,
5810,케이씨그린홀딩스,,20201231,,40,8,,,,
5811,케이씨씨건설,,20011231,,0,30,,,,
5812,케이씨씨건설,,20021231,,900,18,,,,
5813,케이씨씨건설,,20031231,,1000,20,,,,
5814,케이씨씨건설,,20041231,,1000,20,,,,
5815,케이씨씨건설,,20051231,,1500,30,,,,
5816,케이씨씨건설,,20061231,,1500,30,,,,
5817,케이씨씨건설,,20071231,,1500,30,,,,
5818,케이씨씨건설,,20081231,,1000,20,,,,
5819,케이씨씨건설,,20091231,,1000,20,,,,
5820,케이씨씨건설,,20101231,,1000,20,,,,
5821,케이씨씨건설,,20111231,,1000,20,,,,
5822,케이씨씨건설,,20121231,,500,10,,,,
5823,케이씨씨건설,,20131231,,0,0,,,,
5824,케이씨씨건설,,20141231,,250,5,,,,
5825,케이씨씨건설,,20151231,,0,0,,,,
5826,케이씨씨건설,,20161231,,100,2,,,,
5827,케이씨씨건설,,20171231,,130,2.6,,,,
5828,케이씨씨건설,,20181231,,130,2.6,,,,
5829,케이씨씨건설,,20191231,,150,3,,,,
5830,케이씨씨건설,,20201231,,180,3.6,,,,
5831,케이씨피드,,20121231,,45,9,,,,
5832,케이씨피드,,20131231,,40,8,,,,
5833,케이씨피드,,20141231,,25,5,,,,
5834,케이씨피드,,20151231,,35,7,,,,
5835,케이씨피드,,20161231,,35,7,,,,
5836,케이씨피드,,20171231,,35,7,,,,
5837,케이씨피드,,20181231,,25,5,,,,
5838,케이씨피드,,19951231,,0,15,,,,
5839,케이씨피드,,19961231,,0,10,,,,
5840,케이씨피드,,19971231,,0,0,,,,
5841,케이씨피드,,19981231,,0,15,,,,
5842,케이씨피드,,19991231,,0,15,,,,
5843,케이씨피드,,20001231,,0,10,,,,
5844,케이씨피드,,20011231,,0,13,,,,
5845,케이씨피드,,20021231,,900,18,,,,
5846,케이씨피드,,20031231,,500,10,,,,
5847,케이씨피드,,20041231,,500,10,,,,
5848,케이씨피드,,20051231,,500,10,,,,
5849,케이씨피드,,20061231,,500,10,,,,
5850,케이씨피드,,20071231,,400,8,,,,
5851,케이씨피드,,20081231,,350,7,,,,
5852,케이씨피드,,20091231,,500,10,,,,
5853,케이씨피드,,20101231,,400,8,,,,
5854,케이씨피드,,20111231,,40,8,,,,
5855,케이씨피드,,20191231,,15,3,,,,
5856,케이씨피드,,20201231,,20,4,,,,
5857,케이씨,,19971231,,0,20,,,,
5858,케이씨,,19981231,,0,20,,,,
5859,케이씨,,19991231,,0,20,,,,
5860,케이씨,,20001231,,0,20,,,,
5861,케이씨,,20011231,,0,20,,,,
5862,케이씨,,20021231,,50,10,,,,
5863,케이씨,,20031231,,50,10,,,,
5864,케이씨,,20041231,,50,10,,,,
5865,케이씨,,20051231,,50,10,,,,
5866,케이씨,,20061231,,50,10,,,,
5867,케이씨,,20071231,,50,10,,,,
5868,케이씨,,20081231,,20,4,,,,
5869,케이씨,,20091231,,30,6,,,,
5870,케이씨,,20101231,,60,12,,,,
5871,케이씨,,20111231,,30,6,,,,
5872,케이씨,,20121231,,20,4,,,,
5873,케이씨,,20131231,,70,14,,,,
5874,케이씨,,20141231,,100,20,,,,
5875,케이씨,,20151231,,150,30,,,,
5876,케이씨,,20161231,,150,30,,,,
5877,케이씨,,20171231,,180,36,,,,
5878,케이씨,,20181231,,220,44,,,,
5879,케이씨,,20191231,,250,50,,,,
5880,케이씨,,20201231,,300,60,,,,
5881,케이씨아이,,20001231,,0,0,,,,
5882,케이씨아이,,20011231,,0,20,,,,
5883,케이씨아이,,20021231,,50,10,,,,
5884,케이씨아이,,20031231,,50,10,,,,
5885,케이씨아이,,20041231,,50,10,,,,
5886,케이씨아이,,20051231,,50,10,,,,
5887,케이씨아이,,20061231,,50,10,,,,
5888,케이씨아이,,20071231,,50,10,,,,
5889,케이씨아이,,20081231,,50,10,,,,
5890,케이씨아이,,20091231,,50,10,,,,
5891,케이씨아이,,20101231,,50,10,,,,
5892,케이씨아이,,20111231,,50,10,,,,
5893,케이씨아이,,20121231,,50,10,,,,
5894,케이씨아이,,20131231,,75,15,,,,
5895,케이씨아이,,20141231,,90,18,,,,
5896,케이씨아이,,20151231,,130,26,,,,
5897,케이씨아이,,20161231,,180,36,,,,
5898,케이씨아이,,20171231,,180,36,,,,
5899,케이씨아이,,20181231,,180,36,,,,
5900,케이씨아이,,20191231,,200,40,,,,
5901,케이씨아이,,20201231,,200,40,,,,
5902,케이씨아이,,20131231,,75,15,,,,
5903,케이씨아이,,20141231,,90,18,,,,
5904,케이씨아이,,20151231,,0,0,,,,
5905,케이씨아이,,20161231,,0,0,,,,
5906,케이씨씨정보통신,,20031231,,25,5,,,,
5907,케이씨씨정보통신,,20041231,,0,5,,,,
5908,케이씨씨정보통신,,20051231,,50,10,,,,
5909,케이씨씨정보통신,,20061231,,0,10,,,,
5910,케이씨씨정보통신,,20071231,,50,10,,,,
5911,케이씨씨정보통신,,20081231,,50,10,,,,
5912,케이씨씨정보통신,,20091231,,75,15,,,,
5913,케이씨씨정보통신,,20101231,,60,12,,,,
5914,케이씨씨정보통신,,20111231,,60,12,,,,
5915,케이씨씨정보통신,,20121231,,60,12,,,,
5916,케이씨씨정보통신,,20131231,,0,12,,,,
5917,케이씨씨정보통신,,20141231,,0,10,,,,
5918,케이씨씨정보통신,,20151231,,0,10,,,,
5919,케이씨씨정보통신,,20171231,,0,5,,,,
5920,케이씨씨정보통신,,20191231,,0,0,,,,
5921,케이씨씨정보통신,,20201231,,0,20,,,,
5922,케이씨씨정보통신,,20031231,,55,11,,,,
5923,케이씨씨정보통신,,20041231,,0,5,,,,
5924,케이씨씨정보통신,,20051231,,50,10,,,,
5925,케이씨씨정보통신,,20061231,,0,10,,,,
5926,케이씨씨정보통신,,20071231,,50,10,,,,
5927,케이씨씨정보통신,,20081231,,50,10,,,,
5928,케이씨씨정보통신,,20091231,,75,15,,,,
5929,케이씨씨정보통신,,20101231,,60,12,,,,
5930,케이씨씨정보통신,,20111231,,60,12,,,,
5931,케이씨씨정보통신,,20121231,,60,12,,,,
5932,케이씨씨정보통신,,20131231,,0,12,,,,
5933,케이씨씨정보통신,,20141231,,0,10,,,,
5934,케이씨씨정보통신,,20151231,,0,10,,,,
5935,케이씨씨정보통신,,20171231,,0,6,,,,
5936,케이씨씨정보통신,,20191231,,0,6,,,,
5937,케이씨씨정보통신,,20201231,,0,20,,,,
5938,디케이씨,,20011231,,0,15,,,,
5939,디케이씨,,20021231,,50,10,,,,
5940,디케이씨,,20031231,,0,0,,,,
5941,디케이씨,,20041231,,0,0,,,,
5942,디케이씨,,20051231,,0,0,,,,
5943,디케이씨,,20061231,,0,0,,,,
5944,디케이씨,,20071231,,0,0,,,,
5945,디케이씨,,20081231,,0,0,,,,
5946,디케이씨,,20091231,,0,0,,,,
5947,디케이씨,,20101231,,40,8,,,,
5948,디케이씨,,20101231,,0,0,,,,
5949,디케이씨,,20121231,,0,0,,,,
5950,디케이씨,,20131231,,0,0,,,,
5951,디케이씨,,20141231,,0,0,,,,
5952,디케이씨,,20151231,,0,0,,,,
5953,디케이씨,,20161231,,0,0,,,,
5954,에스케이씨솔믹스,,20011231,,0,10,,,,
5955,에스케이씨솔믹스,,20021231,,25,5,,,,
5956,에스케이씨솔믹스,,20031231,,25,5,,,,
5957,에스케이씨솔믹스,,20041231,,50,10,,,,
5958,에스케이씨솔믹스,,20051231,,25,5,,,,
5959,에스케이씨솔믹스,,20061231,,50,10,,,,
5960,에스케이씨솔믹스,,20071231,,50,10,,,,
5961,에스케이씨솔믹스,,20081231,,50,10,,,,
5962,에스케이씨솔믹스,,20091231,,50,10,,,,
5963,에스케이씨솔믹스,,20101231,,50,10,,,,
5964,에스케이씨솔믹스,,20111231,,50,10,,,,
5965,에스케이씨솔믹스,,20121231,,0,0,,,,
5966,에스케이씨솔믹스,,20131231,,0,0,,,,
5967,에스케이씨솔믹스,,20141231,,0,0,,,,
5968,에스케이씨솔믹스,,20151231,,0,0,,,,
5969,에스케이씨솔믹스,,20161231,,0,0,,,,
5970,에스케이씨솔믹스,,20171231,,0,0,,,,
5971,에스케이씨솔믹스,,20181231,,0,0,,,,
5972,에스케이씨솔믹스,,20191231,,0,0,,,,
5973,케이씨씨,,19891231,,0,12,,,,
5974,케이씨씨,,19901231,,0,18,,,,
5975,케이씨씨,,19911231,,0,20,,,,
5976,케이씨씨,,19921231,,0,20,,,,
5977,케이씨씨,,19931231,,0,20,,,,
5978,케이씨씨,,19941231,,0,20,,,,
5979,케이씨씨,,19951231,,0,20,,,,
5980,케이씨씨,,19961231,,0,20,,,,
5981,케이씨씨,,19971231,,0,15,,,,
5982,케이씨씨,,19981231,,0,13,,,,
5983,케이씨씨,,19991231,,0,25,,,,
5984,케이씨씨,,20000731,,0,15,,,,
5985,케이씨씨,,20001231,,0,40,,,,
5986,케이씨씨,,20011231,,0,60,,,,
5987,케이씨씨,,20020630,,0,20,,,,
5988,케이씨더블류,,20021231,,0,0,,,,
5989,케이씨더블류,,20031231,,70,14,,,,
5990,케이씨더블류,,20041231,,90,18,,,,
5991,케이씨더블류,,20051231,,60,12,,,,
5992,케이씨더블류,,20061231,,0,0,,,,
5993,케이씨더블류,,20071231,,0,0,,,,
5994,케이씨더블류,,20081231,,50,10,,,,
5995,케이씨더블류,,20091231,,50,10,,,,
5996,케이씨더블류,,20101231,,100,20,,,,
5997,케이씨더블류,,20111231,,75,15,,,,
5998,케이씨더블류,,20121231,,80,16,,,,
5999,케이씨더블류,,20131231,,55,11,,,,
6000,케이씨더블류,,20141231,,50,10,,,,
6001,케이씨티,,20061231,,1200,24,,,,
6002,케이씨티,,20071231,,250,50,,,,
6003,케이씨티,,20081231,,70,14,,,,
6004,케이씨티,,20091231,,50,10,,,,
6005,케이씨티,,20101231,,60,12,,,,
6006,케이씨티,,20111231,,60,12,,,,
6007,케이씨티,,20121231,,150,30,,,,
6008,케이씨티,,20131231,,120,24,,,,
6009,케이씨티,,20141231,,120,24,,,,
6010,케이씨티,,20151231,,60,12,,,,
6011,케이씨티,,20161231,,60,12,,,,
6012,케이씨티,,20171231,,100,20,,,,
6013,케이씨티,,20181231,,120,24,,,,
6014,케이씨티,,20191231,,60,12,,,,
6015,케이씨티,,20201231,,60,12,,,,
6016,케이씨씨홀딩스,,20191231,,0,20,,,,
6017,케이씨씨홀딩스,,20201231,,0,20,,,,
6018,케이씨씨홀딩스,,20131231,,0,20,,,,
6019,케이씨씨홀딩스,,20141231,,0,20,,,,
6020,케이씨씨홀딩스,,20151231,,0,20,,,,
6021,케이씨씨홀딩스,,20161231,,0,20,,,,
6022,케이씨씨홀딩스,,20171231,,0,20,,,,
6023,케이씨씨홀딩스,,20181231,,0,20,,,,
6024,케이씨씨홀딩스,,20191231,,0,20,,,,
6025,케이씨씨홀딩스,,20201231,,0,20,,,,
6026,케이씨씨홀딩스,,20131231,,0,26,,,,
6027,케이씨씨홀딩스,,20141231,,0,20,,,,
6028,케이씨씨홀딩스,,20151231,,0,20,,,,
6029,케이씨씨홀딩스,,20161231,,0,20,,,,
6030,케이씨씨홀딩스,,20171231,,0,20,,,,
6031,케이씨씨홀딩스,,20181231,,0,20,,,,
6032,케이씨에스,,20131231,,100,20,,,,
6033,케이씨에스,,20141231,,140,28,,,,
6034,케이씨에스,,20151231,,70,14,,,,
6035,케이씨에스,,20161231,,70,14,,,,
6036,케이씨에스,,20171231,,90,18,,,,
6037,케이씨에스,,20181231,,200,40,,,,
6038,케이씨에스,,20191231,,220,44,,,,
6039,케이씨에스,,20201231,,220,44,,,,
6040,케이씨코트렐,,20101231,,730,146,,,,
6041,케이씨코트렐,,20111231,,420,84,,,,
6042,케이씨코트렐,,20121231,,470,94,,,,
6043,케이씨코트렐,,20131231,,100,20,,,,
6044,케이씨코트렐,,20141231,,0,0,,,,
6045,케이씨코트렐,,20151231,,0,0,,,,
6046,케이씨코트렐,,20161231,,40,8,,,,
6047,케이씨코트렐,,20171231,,100,20,,,,
6048,케이씨코트렐,,20181231,,80,16,,,,
6049,케이씨코트렐,,20191231,,30,6,,,,
6050,케이씨코트렐,,20201231,,0,0,,,,
6051,케이씨산업,,20161231,,0,0,,,,
6052,케이씨산업,,20171231,,0,0,,,,
6053,케이씨산업,,20181231,,0,0,,,,
6054,케이씨산업,,20191231,,0,0,,,,
6055,케이씨산업,,20201231,,0,0,,,,
6056,케이씨에스,,20111231,,60,12,,,,
6057,케이씨에스,,20121231,,100,20,,,,
6058,에스케이씨에스,,20161231,,0,0,,,,
6059,에스케이씨에스,,20171231,,0,0,,,,
6060,에스케이씨에스,,20181231,,0,0,,,,
6061,에스케이씨에스,,20191231,,0,0,,,,
6062,에스케이씨에스,,20201231,,0,0,,,,
6063,에스케이씨에스,,20161231,,0,0,,,,
6064,에스케이씨에스,,20171231,,0,0,,,,
6065,에스케이씨에스,,20181231,,0,0,,,,
6066,에스케이씨에스,,20191231,,0,0,,,,
6067,에스케이씨에스,,20201231,,0,0,,,,
6068,케이씨텍,,20171231,,180,36,,,,
6069,케이씨텍,,20181231,,270,54,,,,
6070,케이씨텍,,20191231,,200,40,,,,
6071,케이씨텍,,20201231,,220,44,,,,
6072,케이씨씨글라스,,20201231,,2100,210,,,,
6073,케이씨씨글라스,,20210630,,1000,100,,,,
6074,케이씨씨오토그룹,,20191231,,0,20,,,,
6075,케이씨씨오토그룹,,20201231,,0,20,,,,
6076,케이씨씨오토그룹,,20191231,,0,20,,,,
6077,케이씨씨오토그룹,,20201231,,0,20,,,,
6078,케이씨씨,,20021231,,3000,60,,,,
6079,케이씨씨,,20030630,,1000,20,,,,
6080,케이씨씨,,20031231,,4000,80,,,,
6081,케이씨씨,,20040630,,1000,20,,,,
6082,케이씨씨,,20041231,,4000,80,,,,
6083,케이씨씨,,20050630,,1000,20,,,,
6084,케이씨씨,,20051231,,4000,80,,,,
6085,케이씨씨,,20060630,,1000,20,,,,
6086,케이씨씨,,20061231,,5000,100,,,,
6087,케이씨씨,,20070630,,1000,20,,,,
6088,케이씨씨,,20071231,,9000,180,,,,
6089,케이씨씨,,20080630,,1000,20,,,,
6090,케이씨씨,,20081231,,6000,120,,,,
6091,케이씨씨,,20090630,,1000,20,,,,
6092,케이씨씨,,20091231,,7000,140,,,,
6093,케이씨씨,,20100630,,1000,20,,,,
6094,케이씨씨,,20101231,,7000,140,,,,
6095,케이씨씨,,20110630,,1000,20,,,,
6096,케이씨씨,,20111231,,7000,140,,,,
6097,케이씨씨,,20120630,,1000,20,,,,
6098,케이씨씨,,20121231,,7000,140,,,,
6099,케이씨씨,,20130630,,1000,20,,,,
6100,케이씨씨,,20131231,,7000,140,,,,
6101,케이씨씨,,20140630,,1000,20,,,,
6102,케이씨씨,,20141231,,8000,160,,,,
6103,케이씨씨,,20150630,,1000,20,,,,
6104,케이씨씨,,20151231,,8000,160,,,,
6105,케이씨씨,,20160630,,1000,20,,,,
6106,케이씨씨,,20161231,,8000,160,,,,
6107,케이씨씨,,20170630,,1000,20,,,,
6108,케이씨씨,,20171231,,8000,160,,,,
6109,케이씨씨,,20180630,,1000,20,,,,
6110,케이씨씨,,20181231,,8000,160,,,,
6111,케이씨씨,,20190630,,1000,20,,,,
6112,케이씨씨,,20191231,,4500,90,,,,
6113,케이씨씨,,20191231,,0,0,,,,
6114,케이씨씨,,20200630,,700,14,,,,
6115,케이씨씨,,20201231,,5000,100,,,,
6116,케이씨씨,,20210630,,1000,20,,,,
6117,신도리코,,19961231,,0,30,,,,
6118,신도리코,,19971231,,0,30,,,,
6119,신도리코,,19981231,,0,30,,,,
6120,신도리코,,19991231,,0,40,,,,
6121,신도리코,,20001231,,0,40,,,,
6122,신도리코,,20011231,,0,45,,,,
6123,신도리코,,20021231,,2500,50,,,,
6124,신도리코,,20031231,,2500,50,,,,
6125,신도리코,,20041231,,2250,45,,,,
6126,신도리코,,20051231,,2000,40,,,,
6127,신도리코,,20061231,,2250,45,,,,
6128,신도리코,,20071231,,2250,45,,,,
6129,신도리코,,20081231,,2500,50,,,,
6130,신도리코,,20091231,,2250,45,,,,
6131,신도리코,,20101231,,2500,50,,,,
6132,신도리코,,20111231,,2750,55,,,,
6133,신도리코,,20121231,,2500,50,,,,
6134,신도리코,,20131231,,2250,45,,,,
6135,신도리코,,20141231,,1500,30,,,,
6136,신도리코,,20151231,,1200,24,,,,
6137,신도리코,,20161231,,1500,30,,,,
6138,신도리코,,20171231,,1650,33,,,,
6139,신도리코,,20181231,,1600,32,,,,
6140,신도리코,,20191231,,1000,20,,,,
6141,신도리코,,20201231,,0,0,,,,
6142,드래곤플라이,,19971231,,0,0,,,,
6143,드래곤플라이,,19981231,,0,0,,,,
6144,드래곤플라이,,19991231,,0,15,,,,
6145,드래곤플라이,,20001231,,0,0,,,,
6146,드래곤플라이,,20011231,,0,0,,,,
6147,드래곤플라이,,20021231,,0,0,,,,
6148,드래곤플라이,,20031231,,0,0,,,,
6149,드래곤플라이,,20041231,,0,0,,,,
6150,드래곤플라이,,20051231,,0,0,,,,
6151,드래곤플라이,,20061231,,0,0,,,,
6152,드래곤플라이,,20071231,,0,0,,,,
6153,드래곤플라이,,20081231,,0,0,,,,
6154,드래곤플라이,,20091231,,200,40,,,,
6155,드래곤플라이,,20101231,,200,40,,,,
6156,드래곤플라이,,20111231,,200,40,,,,
6157,드래곤플라이,,20121231,,100,20,,,,
6158,드래곤플라이,,20141231,,0,0,,,,
6159,드래곤플라이,,20151231,,0,0,,,,
6160,드래곤플라이,,20161231,,0,0,,,,
6161,드래곤플라이,,20171231,,0,0,,,,
6162,드래곤플라이,,20181231,,0,0,,,,
6163,드래곤플라이,,20201231,,0,0,,,,
6164,드래곤플라이,,20091231,,250,50,,,,
6165,드래곤플라이,,20141231,,0,0,,,,
6166,드래곤플라이,,20151231,,0,0,,,,
6167,드래곤플라이,,20161231,,0,0,,,,
6168,드래곤플라이,,20171231,,0,0,,,,
6169,드래곤플라이,,20181231,,0,0,,,,
6170,드래곤플라이,,20201231,,0,0,,,,
6171,드래곤플라이,,20201231,,0,0,,,,
6172,신세계푸드,,20011231,,0,10,,,,
6173,신세계푸드,,20021231,,500,10,,,,
6174,신세계푸드,,20031231,,500,10,,,,
6175,신세계푸드,,20041231,,500,10,,,,
6176,신세계푸드,,20051231,,750,15,,,,
6177,신세계푸드,,20061231,,750,15,,,,
6178,신세계푸드,,20071231,,750,15,,,,
6179,신세계푸드,,20081231,,750,15,,,,
6180,신세계푸드,,20091231,,750,15,,,,
6181,신세계푸드,,20101231,,750,15,,,,
6182,신세계푸드,,20111231,,750,15,,,,
6183,신세계푸드,,20121231,,750,15,,,,
6184,신세계푸드,,20131231,,750,15,,,,
6185,신세계푸드,,20141231,,750,15,,,,
6186,신세계푸드,,20151231,,500,10,,,,
6187,신세계푸드,,20161231,,600,12,,,,
6188,신세계푸드,,20171231,,750,15,,,,
6189,신세계푸드,,20181231,,750,15,,,,
6190,신세계푸드,,20191231,,750,15,,,,
6191,신세계푸드,,20201231,,750,15,,,,
6192,오스템,,19971231,,0,0,,,,
6193,오스템,,19981231,,0,0,,,,
6194,오스템,,19991231,,0,5,,,,
6195,오스템,,20001231,,0,0,,,,
6196,오스템,,20011231,,0,3,,,,
6197,오스템,,20021231,,0,0,,,,
6198,오스템,,20031231,,0,0,,,,
6199,오스템,,20041231,,25,5,,,,
6200,오스템,,20051231,,35,7,,,,
6201,오스템,,20061231,,25,5,,,,
6202,오스템,,20071231,,50,10,,,,
6203,오스템,,20081231,,25,5,,,,
6204,오스템,,20091231,,40,8,,,,
6205,오스템,,20101231,,100,20,,,,
6206,오스템,,20111231,,80,16,,,,
6207,오스템,,20121231,,60,12,,,,
6208,오스템,,20131231,,60,12,,,,
6209,오스템,,20141231,,40,8,,,,
6210,오스템,,20151231,,60,12,,,,
6211,오스템,,20161231,,50,10,,,,
6212,오스템,,20171231,,30,6,,,,
6213,오스템,,20181231,,20,4,,,,
6214,오스템,,20191231,,20,4,,,,
6215,오스템,,20201231,,30,6,,,,
6216,오스템임플란트,,20021231,,0,0,,,,
6217,오스템임플란트,,20061231,,0,0,,,,
6218,오스템임플란트,,20071231,,0,0,,,,
6219,오스템임플란트,,20081231,,0,0,,,,
6220,오스템임플란트,,20091231,,0,0,,,,
6221,오스템임플란트,,20121231,,0,0,,,,
6222,오스템임플란트,,20131231,,0,0,,,,
6223,오스템임플란트,,20161231,,0,0,,,,
6224,오스템임플란트,,20171231,,0,0,,,,
6225,오스템임플란트,,20181231,,0,0,,,,
6226,오스템임플란트,,20191231,,0,0,,,,
6227,오스템임플란트,,20201231,,630,126,,,,
6228,오스템임플란트,,20061231,,0,0,,,,
6229,오스템임플란트,,20121231,,0,0,,,,
6230,오스템임플란트,,20131231,,0,0,,,,
6231,오스템임플란트,,20161231,,0,0,,,,
6232,오스템임플란트,,20171231,,0,0,,,,
6233,오스템임플란트,,20181231,,0,0,,,,
6234,오스템임플란트,,20191231,,0,0,,,,
6235,콤텍시스템,,19981231,,0,13,,,,
6236,콤텍시스템,,19991231,,0,18,,,,
6237,콤텍시스템,,20001231,,0,8,,,,
6238,콤텍시스템,,20011231,,0,0,,,,
6239,콤텍시스템,,20021231,,0,0,,,,
6240,콤텍시스템,,20031231,,0,0,,,,
6241,콤텍시스템,,20041231,,0,0,,,,
6242,콤텍시스템,,20051231,,0,0,,,,
6243,콤텍시스템,,20061231,,0,0,,,,
6244,콤텍시스템,,20071231,,0,0,,,,
6245,콤텍시스템,,20081231,,0,0,,,,
6246,콤텍시스템,,20091231,,0,0,,,,
6247,콤텍시스템,,20121231,,30,6,,,,
6248,콤텍시스템,,20131231,,30,6,,,,
6249,콤텍시스템,,20141231,,0,0,,,,
6250,콤텍시스템,,20151231,,0,0,,,,
6251,콤텍시스템,,20161231,,0,0,,,,
6252,콤텍시스템,,20171231,,0,0,,,,
6253,콤텍시스템,,20181231,,0,0,,,,
6254,콤텍시스템,,20191231,,0,0,,,,
6255,콤텍시스템,,20201231,,0,0,,,,
6256,콤텍시스템,,19971231,,0,12,,,,
6257,롯데관광개발,,20061231,,135,27,,,,
6258,롯데관광개발,,20071231,,100,20,,,,
6259,롯데관광개발,,20081231,,0,0,,,,
6260,롯데관광개발,,20091231,,0,0,,,,
6261,롯데관광개발,,20121231,,0,0,,,,
6262,롯데관광개발,,20131231,,0,0,,,,
6263,롯데관광개발,,20141231,,0,0,,,,
6264,롯데관광개발,,20151231,,0,0,,,,
6265,롯데관광개발,,20161231,,0,0,,,,
6266,롯데관광개발,,20171231,,0,0,,,,
6267,롯데관광개발,,20181231,,0,0,,,,
6268,롯데관광개발,,20191231,,0,0,,,,
6269,롯데관광개발,,20201231,,0,0,,,,
6270,황금에스티,,20010630,,0,12,,,,
6271,황금에스티,,20020630,,0,15,,,,
6272,황금에스티,,20030630,,0,0,,,,
6273,황금에스티,,20031231,,50,10,,,,
6274,황금에스티,,20041231,,100,20,,,,
6275,황금에스티,,20051231,,100,20,,,,
6276,황금에스티,,20061231,,200,40,,,,
6277,황금에스티,,20071231,,100,20,,,,
6278,황금에스티,,20081231,,50,10,,,,
6279,황금에스티,,20091231,,100,20,,,,
6280,황금에스티,,20101231,,100,20,,,,
6281,황금에스티,,20111231,,100,20,,,,
6282,황금에스티,,20121231,,50,10,,,,
6283,황금에스티,,20131231,,50,10,,,,
6284,황금에스티,,20141231,,50,10,,,,
6285,황금에스티,,20151231,,25,5,,,,
6286,황금에스티,,20161231,,75,15,,,,
6287,황금에스티,,20171231,,100,20,,,,
6288,황금에스티,,20181231,,50,10,,,,
6289,황금에스티,,20191231,,100,20,,,,
6290,황금에스티,,20201231,,100,20,,,,
6291,황금에스티,,19970630,,0,5,,,,
6292,황금에스티,,19980630,,0,0,,,,
6293,황금에스티,,19990630,,0,12,,,,
6294,황금에스티,,20000630,,0,12,,,,
6295,피델릭스,,19971231,,0,3,,,,
6296,피델릭스,,19981231,,0,3,,,,
6297,피델릭스,,19991231,,0,0,,,,
6298,피델릭스,,20001231,,0,0,,,,
6299,피델릭스,,20011231,,0,0,,,,
6300,피델릭스,,20021231,,0,0,,,,
6301,피델릭스,,20031231,,0,0,,,,
6302,피델릭스,,20041231,,0,0,,,,
6303,피델릭스,,20051231,,0,0,,,,
6304,피델릭스,,20061231,,0,0,,,,
6305,피델릭스,,20071231,,0,0,,,,
6306,피델릭스,,20081231,,50,10,,,,
6307,피델릭스,,20091231,,50,10,,,,
6308,피델릭스,,20101231,,20,4,,,,
6309,피델릭스,,20111231,,30,6,,,,
6310,피델릭스,,20121231,,30,6,,,,
6311,피델릭스,,20131231,,30,6,,,,
6312,피델릭스,,20141231,,0,0,,,,
6313,피델릭스,,20151231,,0,0,,,,
6314,피델릭스,,20161231,,0,0,,,,
6315,피델릭스,,20171231,,0,0,,,,
6316,피델릭스,,20191231,,0,0,,,,
6317,피델릭스,,20201231,,0,0,,,,
6318,유비케어,,19971231,,0,8,,,,
6319,유비케어,,19981231,,0,0,,,,
6320,유비케어,,19991231,,0,4,,,,
6321,유비케어,,20001231,,0,0,,,,
6322,유비케어,,20011231,,0,0,,,,
6323,유비케어,,20021231,,0,0,,,,
6324,유비케어,,20031231,,0,0,,,,
6325,유비케어,,20041231,,0,0,,,,
6326,유비케어,,20051231,,0,0,,,,
6327,유비케어,,20061231,,0,0,,,,
6328,유비케어,,20071231,,0,0,,,,
6329,유비케어,,20081231,,0,0,,,,
6330,유비케어,,20091231,,0,0,,,,
6331,유비케어,,20121231,,0,0,,,,
6332,유비케어,,20131231,,0,0,,,,
6333,유비케어,,20141231,,0,0,,,,
6334,유비케어,,20151231,,30,6,,,,
6335,유비케어,,20161231,,30,6,,,,
6336,유비케어,,20171231,,30,6,,,,
6337,유비케어,,20181231,,35,7,,,,
6338,유비케어,,20191231,,40,8,,,,
6339,유비케어,,20201231,,50,10,,,,
6340,소프트센,,19970930,,0,0,,,,
6341,소프트센,,19980930,,0,0,,,,
6342,소프트센,,19990930,,0,0,,,,
6343,소프트센,,20000930,,0,0,,,,
6344,소프트센,,20010930,,0,0,,,,
6345,소프트센,,20020930,,0,0,,,,
6346,소프트센,,20030930,,0,0,,,,
6347,소프트센,,20040930,,0,0,,,,
6348,소프트센,,20060930,,0,0,,,,
6349,소프트센,,20070930,,0,0,,,,
6350,소프트센,,20080930,,0,0,,,,
6351,소프트센,,20090930,,0,0,,,,
6352,소프트센,,20100930,,0,0,,,,
6353,소프트센,,20121231,,0,0,,,,
6354,소프트센,,20131231,,0,0,,,,
6355,소프트센,,20141231,,0,0,,,,
6356,소프트센,,20151231,,0,0,,,,
6357,소프트센,,20161231,,0,0,,,,
6358,소프트센,,20171231,,0,0,,,,
6359,소프트센,,20181231,,0,0,,,,
6360,소프트센,,20191231,,0,0,,,,
